timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741249558310,293,Launch Blazedemo/submit/firefox-desktop/messaging-system/1/0c2cc820-3711-4973-8f9d-43691e962504-30,200,OK,Thread Group 1-2,text,true,,927,2287,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/0c2cc820-3711-4973-8f9d-43691e962504,293,0,0
1741249558604,243,Launch Blazedemo/submit/firefox-desktop/messaging-system/1/7aa40df8-69c7-4c96-8005-1fdb0c5e4fb0-31,200,OK,Thread Group 1-2,text,true,,803,2265,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/7aa40df8-69c7-4c96-8005-1fdb0c5e4fb0,243,0,0
1741249558848,266,Launch Blazedemo/submit/firefox-desktop/messaging-system/1/1595d4bc-d1a4-422a-9518-4b77620fb546-32,200,OK,Thread Group 1-2,text,true,,730,2472,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/1595d4bc-d1a4-422a-9518-4b77620fb546,266,0,0
1741249558513,675,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-41,204,No Content,Thread Group 1-1,text,true,,605,4270,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249559115,272,Launch Blazedemo/submit/firefox-desktop/messaging-system/1/8fdab717-0bfd-4852-8502-7835597c2dd2-33,200,OK,Thread Group 1-2,text,true,,778,2514,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/8fdab717-0bfd-4852-8502-7835597c2dd2,271,0,0
1741249559388,251,Launch Blazedemo/submit/firefox-desktop/messaging-system/1/cc8015cb-0d7b-434f-8b00-2f009c0b563f-34,200,OK,Thread Group 1-2,text,true,,939,2275,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/cc8015cb-0d7b-434f-8b00-2f009c0b563f,251,0,0
1741249559639,238,Launch Blazedemo/submit/firefox-desktop/messaging-system/1/15e36c3a-6295-4188-9d94-d0f47212bf6e-35,200,OK,Thread Group 1-2,text,true,,735,2403,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/15e36c3a-6295-4188-9d94-d0f47212bf6e,238,0,0
1741249559188,689,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-42,204,No Content,Thread Group 1-1,text,true,,605,3831,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249559877,269,Launch Blazedemo/submit/firefox-desktop/messaging-system/1/aefff963-9262-45b7-8ba3-e4d2bfba0c57-36,200,OK,Thread Group 1-2,text,true,,766,2277,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/aefff963-9262-45b7-8ba3-e4d2bfba0c57,269,0,0
1741249560149,191,Launch Blazedemo/complete/search-37,200,OK,Thread Group 1-2,text,true,,1250,291,2,2,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,191,0,111
1741249559878,681,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-43,204,No Content,Thread Group 1-1,text,true,,605,3831,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249560560,269,Find flights/submit/firefox-desktop/messaging-system/1/83587195-8c2f-4fb2-921c-b33f0ce0787c-44,200,OK,Thread Group 1-1,text,true,,791,2402,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/83587195-8c2f-4fb2-921c-b33f0ce0787c,269,0,0
1741249560341,536,Launch Blazedemo/-38,200,OK,Thread Group 1-2,text,true,,2397,447,2,2,https://blazedemo.com/,535,0,137
1741249560831,694,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-45,204,No Content,Thread Group 1-1,text,true,,605,4036,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249560879,710,Launch Blazedemo/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageviews?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-39,204,No Content,Thread Group 1-2,text,true,,605,2700,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageviews?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,32
1741249561526,277,Find flights/submit/firefox-desktop/messaging-system/1/006fe46e-ed92-4367-a981-24e0271c641c-46,200,OK,Thread Group 1-1,text,true,,761,2280,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/006fe46e-ed92-4367-a981-24e0271c641c,277,0,0
1741249561804,252,Find flights/submit/firefox-desktop/newtab/1/b7c9a313-5966-4db0-bd24-edd2e7465af9-47,200,OK,Thread Group 1-1,text,true,,846,3433,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/b7c9a313-5966-4db0-bd24-edd2e7465af9,252,0,0
1741249561589,675,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-40,204,No Content,Thread Group 1-2,text,true,,605,4040,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249562056,691,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-49,204,No Content,Thread Group 1-1,text,true,,605,4259,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249562264,660,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-41,204,No Content,Thread Group 1-2,text,true,,605,4270,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249562748,686,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/changes?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-48,204,No Content,Thread Group 1-1,text,true,,605,4037,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/changes?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249562925,691,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-42,204,No Content,Thread Group 1-2,text,true,,605,3831,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249563435,260,Find flights/submit/firefox-desktop/newtab/1/c5f8ea21-dad0-4306-896f-edaac35723fa-50,200,OK,Thread Group 1-1,text,true,,762,2741,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/c5f8ea21-dad0-4306-896f-edaac35723fa,260,0,0
1741249563695,280,Find flights/submit/firefox-desktop/use-counters/1/d4e18dc7-cfa5-4bad-9c26-34210da297e0-51,200,OK,Thread Group 1-1,text,true,,804,2124,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/use-counters/1/d4e18dc7-cfa5-4bad-9c26-34210da297e0,280,0,0
1741249563617,679,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-43,204,No Content,Thread Group 1-2,text,true,,605,3831,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249564297,241,Find flights/submit/firefox-desktop/messaging-system/1/83587195-8c2f-4fb2-921c-b33f0ce0787c-44,200,OK,Thread Group 1-2,text,true,,714,2402,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/83587195-8c2f-4fb2-921c-b33f0ce0787c,241,0,0
1741249563976,683,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-52,204,No Content,Thread Group 1-1,text,true,,605,4248,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249564538,675,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-45,204,No Content,Thread Group 1-2,text,true,,605,4036,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249564659,774,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/form_submissions?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-53,204,No Content,Thread Group 1-1,text,true,,605,3976,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/form_submissions?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
